,title,price,like,view,article,category,location,link
1668,애플워치 44mm 실버 풀박스,"230,000",15,207,"산지 3개월 정도 되었는데 쓰지를 않아
처분 합니다 쳇 주세요 성실하게 답변드릴게요
과도한 에눌은 사절합니다ㅔ",웨어러블(워치),광주광역시 동구 지원1동,https://m.bunjang.co.kr/products/181916086?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1669,애플워치3 나이키 @금요일까지@,"130,000",12,368,"사놓고 잘 안써서 팔아요 배터리 성능 96입니다
쿨거 원해요 이번주 금요일까지만 올립니다 연락주세요",웨어러블(워치),전라북도 전주시 덕진구 진북동,https://m.bunjang.co.kr/products/182119101?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1670,애플워치7 나이키 45mm 미드나이트 삽니다!!,"430,000",0,718,"애플워치 7 
45mm
미드나이트 구매 합니다!
스트랩은 사진에 있는 검정색 나이키 스트랩이면 좋겠습니다!
가격은 흥정 쌉가능! 
진짜로 파실분만 연락주세요
",웨어러블(워치),전국,https://m.bunjang.co.kr/products/182115097?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1671,애플워치 se 40 실버 (나이키)+스트랩,"300,000",5,429,이번년도 1월 말쯤에 구매해서  착용한지는 두 달정도 사용했습니다.메탈은 실리콘이랑 실버메탈 같이 드립니다. 박스는 보유중입니다. 기스조차 없습니다.거희 새 상품입니다.배터리 성능은 100퍼 입니다. ,웨어러블(워치),경기도 고양시 덕양구 화정2동,https://m.bunjang.co.kr/products/182114426?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1672,애플워치se 44mm 스페이스그레이색상 미개봉이에요,"350,000",51,2252,"애플워치se 44mm 스페이스그레이색상 미개봉이에요.

직거래는 구로구 혹은 중계동에서 가능합니다.",웨어러블(워치),서울특별시 영등포구 도림동,https://m.bunjang.co.kr/products/163636356?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1673,애플워치7 45mm 미드나이트 미개봉 새제품입니다,"500,000",12,1186,"애플워치7 45mm 미드나이트 미개봉입니다
GPS버전입니다
제조일 11월입니다
직거래는 구로구 혹은 중계동 가능합니다.",웨어러블(워치),서울특별시 영등포구 도림동,https://m.bunjang.co.kr/products/175444696?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1674,애플워치 3스그 나이키,"130,000",3,103,"나이키 에디션입니다
스트랩은 순정포함 2개 드리고 투명 보호 케이스도 3개 드립니다
빨리 사가세요",웨어러블(워치),경기도 의왕시 내손1동,https://m.bunjang.co.kr/products/181605548?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1675,애플워치7,"400,000",1,102,애플워치7 41mm ,웨어러블(워치),전국,https://m.bunjang.co.kr/products/182109156?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1676,애플워치 se 44mm 블랙 gps&amp;셀룰러,"330,000",2,124,"산지 1년됫구
생활 기스 약간 잇습니다
사진에 기본 스트렙에 메탈스트렙도 드러요
워치 초기화 해둔 상태이고 상태는 아주 좋습니다
처음 구성품 전부다 있습니다

네고x
",웨어러블(워치),전국,https://m.bunjang.co.kr/products/182098008?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1677,애플워치 7,"450,000",0,149,"2021년 12월 28일에 사서 29일에 받았구요
애플 정품입니당
나갈 때마다 끼고 나갔지만
필름이랑 케이스 끼고 다녀서 깨끗해용
박스도 있습니당 그대로 드릴게요
가격 제안 받을게요",웨어러블(워치),경기도 고양시 일산서구 송산동,https://m.bunjang.co.kr/products/182083825?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1678,애플워치SE,"320,000",1,108,"실버 알루미늄 어비스 블루 
미개봉 새상품 택포",웨어러블(워치),강원도 강릉시 교1동,https://m.bunjang.co.kr/products/182081962?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1679,애플워치se 40m 스그,"280,000",2,95,"안녕하세요!!

se40m 스그입니다!!

거희새거라고 보셔도 무방할만큼 상태 굿!!

갤럭시로 넘어가서 눈물을 머금고 판매를 합니다 ㅠ

갤럭시랑 연동이 안되더라구요 ㅠㅠ

궁금한점 있으시면 문의주세요!!! 
",웨어러블(워치),경기도 동두천시 생연1동,https://m.bunjang.co.kr/products/181592326?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1680,애플워치 se 40 실버 풀박스,"260,000",10,280,"2021/04 구매 2022/04까지 보증기간 남음
배터리 성능 98%
스트랩 두개 포함 생활기스 있음
쿨 거래 내고 가능 
중앙역 직거래 0 중고거래 특성 상 환불 불가
",웨어러블(워치),전국,https://m.bunjang.co.kr/products/180183239?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1681,1+1 재고처리 애플워치 가죽스트랩 38 40 42 44mm 고급가죽밴드,"12,900",30,1050,"애플워치 전용 스트랩 새제품이에요.
소재:소가죽 
사이즈는 사진 참조 바래요.
색상:블랙 ,라이트 브라운,다크 브라운,딥블루,
화이트+와인 5가지 색상이에요.

*부업으로 쇼핑몰 할려고 했던걸 못하게 되여 원가로 
재고 소진시 까지만 판매 됩니다. 
",웨어러블(워치),경기도 용인시 기흥구 구갈동,https://m.bunjang.co.kr/products/168566303?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1682,애플워치 정품 어비스블루 스포츠밴드 스트랩,"40,000",0,48,"어비스블루 40mm 미개봉 제품입니다!
💙운미포 4만원💙
반택👌🏽
편택👌🏽
우체국택배👌🏽
택배비는 택배 접수하고 나오는대로 추가입금해주시면 됩니다!
에눌가능해요 연락주세요🙂

",케이스/보호필름/액세서리,경상북도 경주시 동천동,https://m.bunjang.co.kr/products/181962159?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1683,애플워치se 40mm 셀룰러 팔아요,"250,000",34,924,"작년8월에 구입했고, 1-2달 정도 사용했습니다 
 [ 배터리용량98% ] 
곽도 다 있습니다 ",기타 액세서리,충청북도 진천군 진천읍,https://m.bunjang.co.kr/products/182060757?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1684,애플워치6 44mm 에르메스,"800,000",9,398,구성품 보시다시피 다있구요 구매는 작년 10월 정도에 구매했습니다 가죽 밴드도 에르메스 꺼입니다 쿨거시 75만원에 판매합니다,웨어러블(워치),전라북도 완주군 봉동읍,https://m.bunjang.co.kr/products/182060089?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1685,애플워치se 스페이스그레이 44m,"370,000",0,19,"애플워치se 스페이스그레이 44m 풀박 기스X 고장X
2월초에 구매 착용 별로 안함 케이스하고 필름 같이 드러요. 
📦택배는 비용 따로 제가 부담합니다.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/182045761?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1686,애플워치3 42mm 스그 (실버랑 교환 하실분),0,1,575,스그인데 질려서 실버랑 교신이용 ㅠㅠ,웨어러블(워치),강원도 강릉시 내곡동,https://m.bunjang.co.kr/products/164480442?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1687,애플워치 스트랩,"40,000",0,13,"얼루어웨이브 애플워치 스트랩 
블랙메탈 44mm
길이조절 필요없이 바로 사용 가능 
새상품 입니다 ",웨어러블(워치),전국,https://m.bunjang.co.kr/products/182040653?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1688,애플워치7 그린45 gps팝니다,"470,000",0,60,"애플워치7 그린 gps팝니다
애플케어 되어잇고 스트랩 기본은 뜯지도 않앗습니다
2021.10.23일 구입하엿습니다
충전기 미사용했습니다
배터리 성능상태 98프로 입니다
기계는 보호필름 붙여서 기스 없습니다

풀박스이고 쿨거래도 가능합니다",웨어러블(워치),인천광역시 계양구 계산1동,https://m.bunjang.co.kr/products/181924355?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1689,애플워치 실버 44mm,"350,000",1,31,급처입니다 에눌 X,남성 시계,대구광역시 수성구 만촌3동,https://m.bunjang.co.kr/products/182033558?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1690,"에어팟,버즈,애플워치 최고가 삽니다!","999,999,999",24,4019,"⭐애플바 기간한정 특별 이벤트⭐
지금 중고폰 판매시 최대 5만원 추가지급

❓
개인거래여서 잠수타면 어떡하지 걱정되시나요?
생각했던 금액이 아닐까봐 걱정되시나요?

❗
이제는 그런 걱정 할 필요 없습니다!

⭐애플바 장점⭐
번장장터에서 4년동안 아이폰을 정직하게 판매 하며 믿을수 있는 브랜드여서 믿고 보낼수 있고
금액이 안맞아도 무료반송이여서, 부담 없이 보내실수 있습니다.

보내기 귀찮다 ,너무 번거롭다 하면
애플바는 기사님께서 직접 픽업해 가십니다.
*픽업요청 번개톡 또는 카카오톡으로 신청

고객님께서 금액이 마음에 들지 않으면
⛔무ㆍ조ㆍ건ㆍ무ㆍ료ㆍ반ㆍ송⛔

✔택배주소
받는 이 : 애플바 매입팀
주소 : 서울시 광진구 군자동 362-16 502호 애플바 매입팀

✔안심하시고 판매하셔도 됩니다. (1900개가 넘는 번장 솔직후기를 확인해주세요!)

⛔알립니다.⛔
실매입가 만원미만 또는 폐폰은 택배비 지원이 불가능합니다.",기타(모바일),서울특별시 광진구 화양동,https://m.bunjang.co.kr/products/161659993?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1691,다니엘 웰링턴 스위치 블랙 애플워치 40mm,"230,000",8,732,"직거래만 합니다.

특이사항 : 1회 실착",기타(시계),서울특별시 송파구 오금동,https://m.bunjang.co.kr/products/182016018?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1692,애플워치 7 41mm 그린,"405,000",1,218,"실사용 2달도 안되구요 생활기스 아주 조금 빼고 상태 좋습니다(사진 보시면 됩니다) 배터리 성능 100% 직거래 선호 합니다 쿨거시 네고 해드립니다 연락 문의주세요 단품 입니다 박스 없구요 정품 아닐시에 보상 해드립니다 
",웨어러블(워치),서울특별시 용산구 이촌제2동,https://m.bunjang.co.kr/products/181654155?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1693,애플워치se44mm샐룰러 gps 모델,"250,000",1,346,"애플워치 사진에서 보는것처럼 기스가 많습니다 제가 육상을 하는데 많이 뛰고 넘어지고 하니까 기스가 많습니다 하지만 쓰면서 불편하다는걸 못느겼습니다 제발 사주세요 급처…. 환불 안되용 ㅎㅎ
박수있음 풀박스 충전기 더큰 줄도 포함",웨어러블(워치),경상남도 거제시 고현동,https://m.bunjang.co.kr/products/181957491?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1694,애플워치 se,"280,000",0,29,"21년 8월 달에 구매
애플워치 실버 40m
애플워치 잔기스 없음 s급 
풀박 / 정품 스트랩 약간 사용감 잇음 따로 사시는걸 추천 / 사진에 보이는 스트랩은 드릴 수 잇어용
사진 더 필요하시면 연락주세용",웨어러블(워치),전국,https://m.bunjang.co.kr/products/181995527?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1695,애플워치3 38mm,"150,000",6,143,"사진에 보시면 사자마자 전체보호 필름 및 베젤링 
링케케이스 부착하였습니다.
필름 벗기시면 새거라고 보시면됩니다~^^
충전기도 있습니다 추가사진 원하시면 첨부드리겠습니다.",웨어러블(워치),부산광역시 사상구 괘법동,https://m.bunjang.co.kr/products/181986404?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1696,애플워치 series 3 실버 38mm,"140,000",4,273,"
10만원 상당 애플 정품 스트랩도 드려요
하얀색 스트랩은 딱 한번 사용했습니다 새거에요
",여성 시계,전국,https://m.bunjang.co.kr/products/181968623?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1697,애플워치6 40mm wifi 알루미늄,"300,000",2,137,"옆면은 제가 케이스를 끼고 사용해서 스크레치 없어요!
액정은 사진과 같이 기스가 좀 나있구요
배터리성능은 99입니다!!
박스랑 충전기 있어요~!!
네고가능하니깐 연락주세요^_^",웨어러블(워치),울산광역시 북구 농소1동,https://m.bunjang.co.kr/products/181963759?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1698,애플워치 슬림 레더 가죽 스트랩 38/40mm,"13,000",6,339,"베이지, 브라운, 블랙 있어요",기타(시계),부산광역시 금정구 구서제1동,https://m.bunjang.co.kr/products/152333815?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1699,애플워치 스트랩 슬림 실리콘,"8,500",10,501,"
색상은 블랙, 화이트, 레트로 화이트 세가지구요

✅38/40mm - 전색상 보유

✅42/44mm - 블랙 보유




❌에눌문의 안받아요

택배는 우체국 준등기로 발송드립니다!

직거래는 부산 구서역, 미남역 근처 가능해요
",웨어러블(워치),부산광역시 동래구 온천제3동,https://m.bunjang.co.kr/products/148183254?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1700,.로랜텍 애플워치3/4/5/6/SE 프리미엄 풀메탈 루프 밴드,"6,000",6,165,"로랜텍 애플워치3/4/5/6/SE 프리미엄 풀메탈 루프 밴드 



어쩌다보니득템 중고장터입니다
중고상품만 판매합니다 상태가 (사용품.중고품을)
판매하는 어쩌다보니 득템 (중고상점)입니다.
모든상품은 정상 테스트가 완료한 상품들 입니다.
배송비포함과 미포함이있습니다 확인부탁드립니다.(제주도 상간지역/배송비2천원추가됩니다)
(무료배송이더라도 추가있음)
직거래는 언제든 환영합니다(오후1시부터~새벽12시까지)
14시전 구매는 당일배송입니다
등록하지 못한 상품이 다수있으며 문의 주시면 최대한 찾아 드립니다.  
카톡아이디 :   g o o f y 0 2 2 6  문의바랍니다

*필독*
(상품은 사진그대로 실물입니다)
(구성품은 사진에 찰영된 것만 입니다)
구매 수령 후 7일 문제시 환불약속드립니다. 
단순변심&amp;파손 환불안됩니다!

*커피머신기 &amp; 온풍기 &amp; 제습기 &amp; 정수기등등
A/S해드립니다*",케이스/보호필름/액세서리,경기도 파주시 운정1동,https://m.bunjang.co.kr/products/169839330?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1701,애플와치3,"180,000",3,162,"2주전에 구매함 광화문 프리스비에서 구매함
박스/충전기  있어요
gps38mm그레이 색상입니다
검정색줄 보유",웨어러블(워치),서울특별시 구로구 오류제2동,https://m.bunjang.co.kr/products/167226754?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1702,애플워치 se 40mm 정품 화이트 스트랩 교환,"1,000",2,1267,"제 손목엔 M/L가 안 맞아서 혹여나 S/M 안 쓰시는 분과 교환하려고 해요

착용은 제 손목에 맞는 지 확인용으로 딱 한 번 착용하고 그 이후로 손도 안 댔습니다 
이염X 새거나 마찬가지예여 
저랑 비슷한 스펙 찾아용

가격 표시는 무시해주세요",기타(시계),전국,https://m.bunjang.co.kr/products/179825703?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1703,애플워치6 44mm gps 스페이스 그레이,"280,000",5,193,"구매한지 1년정도 됩니다
갤럭시로 갈아타면서 팔게됩니다
전면유리 기스 좀 있구요
충전선 같이 드려요 
내용물 전부 있어요 
실리콘 밴드는 사용한적 없습니다 

",웨어러블(워치),경기도 파주시 교하동,https://m.bunjang.co.kr/products/181574395?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1704,애플워치 3세대 42mm 알루미늄 판매합니다,"150,000",0,116,"애플워치 3세대입니다.
전면부에 기스가 있는 점 감안해 주시기 바랍니다.
구성품은 본체, 스트랩, 충전기입니다.",웨어러블(워치),경상남도 거창군 위천면,https://m.bunjang.co.kr/products/181568018?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
1705,애플워치se 40(38)mm 스트랩판매,"35,000",0,286,"애플워치스트랩 40mm(38mm호환) 판매합니다

se 알루미늄 로즈골드쓰는데

메탈스트랩이 속목이 너무얇아서 아무리줄여도 작아서 쓸수가없어 보관하려다 판매합니다

사진에 로드골즈 한개는 싸이즈를 아예 잘못보고사서 못쓰네요..

여러개샀는데 메탈스트랩 두개만 판매합니다

같이받은 시계줄공구도 같이드립니다

구매한곳 사진그대로이며 일괄구매시 사은품으로받은 워치스탠드 같이드립니다

일괄택포 35,000원이며 개별은 택포18,000원입니다
직거래는 영등포동 주민센터 가능합니다
*직거래시 차비정도 네고는 가능합니다*

연락주세요~!",웨어러블(워치),서울특별시 영등포구 영등포본동,https://m.bunjang.co.kr/products/165298861?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
